141	937	1
141	2040	1
141	2666	1
141	2842	1
141	3196	1
141	3708	1
141	4175	3
141	4254	2
141	4352	1
141	4793	10
141	4944	1
141	5049	1
141	5583	1
141	5771	3
141	7637	2
141	7775	4
141	8637	2
141	9557	2
141	9591	1
141	9643	5
141	11645	3
141	12850	3
141	12859	2
141	13772	1
141	18626	3
141	19087	1
141	20270	1
141	20981	3
141	21001	3
141	21059	1
141	21586	1
141	21698	16
141	21870	3
141	22005	1
141	23235	4
141	23338	1
375	409	1
375	1618	1
375	2666	1
375	4793	9
375	5317	1
375	5575	4
375	7172	2
375	7191	1
375	7501	2
375	9643	2
375	11545	2
375	11563	3
375	13454	1
375	16512	2
375	18580	2
375	20098	2
375	20270	1
375	20447	1
375	20981	1
375	21586	1
375	22005	2
409	937	1
409	1618	2
409	2400	1
409	2666	1
409	3031	1
409	4175	10
409	4295	1
409	4793	15
409	4836	2
409	5771	2
409	7413	1
409	7501	1
409	7775	1
409	8539	1
409	8637	1
409	8657	1
409	9591	1
409	9643	1
409	11016	1
409	11336	1
409	11545	3
409	11563	1
409	11645	2
409	11695	2
409	12859	1
409	18827	1
409	21023	1
409	21059	7
409	21698	3
409	22205	2
937	1618	3
937	2400	1
937	2666	2
937	3889	1
937	4175	8
937	4250	1
937	4352	1
937	4793	13
937	4944	2
937	5771	1
937	7191	1
937	7210	2
937	7413	1
937	7424	1
937	8657	1
937	9643	1
937	11545	1
937	11645	6
937	12850	2
937	18626	1
937	20447	1
937	20981	1
937	21698	9
937	21870	7
1236	1618	1
1236	2666	1
1236	3889	1
1236	4175	3
1236	4250	1
1236	4352	1
1236	4793	21
1236	4944	1
1236	5049	1
1236	5575	1
1236	5771	1
1236	6700	1
1236	7191	2
1236	7637	1
1236	8539	2
1236	8637	1
1236	9643	1
1236	11545	2
1236	11645	1
1236	12850	1
1236	16538	2
1236	18438	2
1236	18626	1
1236	20125	1
1236	20447	2
1236	20981	2
1236	21001	2
1236	21059	1
1236	21417	2
1236	21698	1
1236	22005	1
1618	2010	1
1618	2842	2
1618	3889	1
1618	4175	28
1618	4295	2
1618	4793	20
1618	4836	1
1618	4944	2
1618	5317	1
1618	5575	1
1618	5771	2
1618	6700	1
1618	7413	1
1618	7637	1
1618	9643	1
1618	11545	1
1618	11563	2
1618	11645	1
1618	11695	2
1618	20194	1
1618	20447	1
1618	20981	2
1618	21001	1
1618	21698	3
1618	21870	2
1618	22005	1
1618	23235	2
2010	2666	1
2010	3409	1
2010	3708	1
2010	4175	3
2010	4250	2
2010	4254	2
2010	4295	1
2010	4793	45
2010	5771	1
2010	7413	1
2010	7501	1
2010	7775	3
2010	8539	2
2010	9591	1
2010	9643	2
2010	9930	1
2010	12728	2
2010	12850	2
2010	13454	2
2010	14164	1
2010	20098	2
2010	20194	1
2010	20278	1
2010	20447	5
2010	20945	2
2010	20981	1
2010	21001	1
2010	21023	2
2010	21059	2
2010	21586	1
2010	21698	7
2010	22005	3
2010	23304	1
2010	23338	1
2040	2400	1
2040	2726	3
2040	2842	1
2040	4175	1
2040	4352	3
2040	4793	3
2040	5583	1
2040	6366	1
2040	6548	1
2040	6927	1
2040	7172	3
2040	7424	1
2040	7501	1
2040	7775	1
2040	9591	1
2040	11336	7
2040	11645	4
2040	13454	1
2040	16775	1
2040	18580	1
2040	19087	1
2040	20270	1
2040	20981	1
2040	21001	2
2040	21059	1
2040	21586	2
2040	21615	1
2040	21698	16
2040	21870	1
2040	22005	2
2040	23748	5
2400	2666	4
2400	2726	5
2400	2842	1
2400	3031	1
2400	3196	1
2400	3889	1
2400	4175	1
2400	4250	1
2400	4352	4
2400	4793	8
2400	5317	1
2400	6700	4
2400	7191	1
2400	7374	1
2400	7413	1
2400	7501	3
2400	7775	1
2400	9643	1
2400	11016	2
2400	11336	2
2400	11545	3
2400	11645	3
2400	12850	1
2400	12859	1
2400	13772	1
2400	16538	2
2400	18626	1
2400	19087	1
2400	20098	2
2400	20194	1
2400	20447	1
2400	20981	2
2400	21059	1
2400	21586	3
2400	21615	4
2400	21698	17
2400	21870	1
2400	22205	3
2400	23304	1
2400	23748	1
2666	2726	1
2666	3031	1
2666	3409	1
2666	3889	2
2666	4175	6
2666	4250	1
2666	4295	1
2666	4352	2
2666	4793	49
2666	4836	3
2666	4944	6
2666	5049	1
2666	5317	1
2666	5575	2
2666	5583	2
2666	5771	1
2666	6366	1
2666	6700	4
2666	7172	2
2666	7191	2
2666	7413	2
2666	7424	2
2666	7501	1
2666	7775	1
2666	8637	1
2666	8657	1
2666	9320	1
2666	9591	1
2666	9643	4
2666	9930	1
2666	11016	2
2666	11336	2
2666	11545	9
2666	12728	1
2666	12850	3
2666	16512	1
2666	16775	2
2666	18438	3
2666	18656	2
2666	18827	2
2666	20098	4
2666	20194	1
2666	20367	1
2666	20447	2
2666	20981	3
2666	21001	1
2666	21059	3
2666	21417	1
2666	21586	2
2666	21615	1
2666	21698	19
2666	21903	1
2666	22005	1
2666	22205	1
2666	23338	2
2726	3196	1
2726	3708	1
2726	4352	1
2726	4793	2
2726	5575	1
2726	7191	1
2726	7374	2
2726	7501	1
2726	11336	1
2726	12704	2
2726	13454	1
2726	18580	1
2726	18827	1
2726	20098	2
2726	20447	1
2726	20981	3
2726	21059	1
2726	21586	3
2726	21615	3
2726	21698	31
2726	21903	2
2726	22005	7
2726	23748	1
2842	4175	4
2842	4352	4
2842	4793	9
2842	5575	1
2842	5583	2
2842	5771	4
2842	6366	3
2842	7191	9
2842	7374	4
2842	7413	1
2842	7424	1
2842	7501	2
2842	7775	1
2842	8539	3
2842	9557	1
2842	9643	3
2842	11016	1
2842	11545	2
2842	11563	1
2842	11645	1
2842	12859	3
2842	16775	2
2842	18438	1
2842	18580	3
2842	18754	3
2842	18827	1
2842	19087	4
2842	20098	1
2842	20278	1
2842	20981	5
2842	21001	1
2842	21059	1
2842	21615	2
2842	21698	46
2842	21870	3
2842	22005	7
2842	22950	1
2842	23338	1
2842	23748	2
3031	3196	1
3031	4175	1
3031	4254	2
3031	4793	5
3031	5317	3
3031	5771	1
3031	7210	1
3031	7374	2
3031	7775	2
3031	9643	1
3031	11336	6
3031	11695	2
3031	12728	2
3031	13454	1
3031	13772	1
3031	20098	2
3031	20194	1
3031	20278	1
3031	20981	3
3031	21001	1
3031	21059	2
3031	21586	5
3031	21615	2
3031	21698	13
3031	22005	6
3031	23235	1
3031	23338	3
3031	23748	1
3196	3708	1
3196	3889	2
3196	4250	2
3196	4254	1
3196	4793	22
3196	5049	1
3196	6700	1
3196	7413	1
3196	7424	1
3196	7775	2
3196	9591	1
3196	9643	1
3196	9930	1
3196	11336	1
3196	13772	5
3196	18626	1
3196	18656	1
3196	20098	1
3196	20367	3
3196	20981	5
3196	21615	1
3196	21698	4
3196	21870	2
3196	22005	2
3196	23235	1
3196	23338	2
3196	23806	1
3409	4175	1
3409	4254	1
3409	4295	2
3409	4793	11
3409	5771	1
3409	7172	2
3409	7210	1
3409	7374	1
3409	7413	1
3409	7424	1
3409	7775	1
3409	8637	1
3409	9930	1
3409	11016	1
3409	11336	2
3409	12728	1
3409	13454	1
3409	13772	2
3409	16512	1
3409	16538	1
3409	18438	1
3409	18656	1
3409	18827	2
3409	20098	2
3409	20981	2
3409	21001	1
3409	21417	1
3409	21615	3
3409	21698	8
3409	22005	2
3409	23304	1
3409	23338	1
3409	23806	1
3708	4250	1
3708	4793	17
3708	5317	1
3708	6700	1
3708	7191	1
3708	7501	1
3708	7775	3
3708	9320	1
3708	9930	1
3708	13772	2
3708	18656	1
3708	20367	1
3708	20447	1
3708	21698	14
3708	22005	1
3708	22950	2
3708	23338	1
3708	23748	1
3889	4175	5
3889	4250	1
3889	4295	1
3889	4352	2
3889	4793	35
3889	4836	2
3889	4944	4
3889	5771	1
3889	6927	1
3889	7191	1
3889	7501	1
3889	8539	3
3889	8637	4
3889	9557	7
3889	9643	1
3889	11016	3
3889	11645	4
3889	11695	1
3889	12850	1
3889	12859	3
3889	13772	1
3889	16512	1
3889	16538	1
3889	18438	1
3889	18626	2
3889	20098	1
3889	20278	1
3889	20367	2
3889	20447	1
3889	20981	2
3889	21001	3
3889	21059	3
3889	21615	3
3889	21698	10
3889	21870	13
3889	22005	3
3889	22205	1
3889	23235	1
3889	23806	1
4175	4250	3
4175	4254	4
4175	4295	4
4175	4352	3
4175	4793	136
4175	4836	11
4175	4944	3
4175	5317	2
4175	5575	4
4175	5771	10
4175	6366	1
4175	6548	1
4175	6700	5
4175	7191	4
4175	7210	5
4175	7413	2
4175	7424	3
4175	7501	1
4175	7637	3
4175	7775	6
4175	8539	6
4175	8637	8
4175	8657	6
4175	9320	2
4175	9557	1
4175	9591	2
4175	9643	1
4175	11016	1
4175	11545	8
4175	11645	11
4175	11695	2
4175	12728	2
4175	12850	2
4175	12859	4
4175	13454	4
4175	14164	1
4175	16512	4
4175	16538	1
4175	18827	2
4175	19087	1
4175	20125	3
4175	20270	1
4175	20447	6
4175	20945	1
4175	20981	11
4175	21001	9
4175	21023	3
4175	21059	10
4175	21417	1
4175	21698	26
4175	21870	5
4175	22005	7
4175	23235	2
4175	23304	2
4175	23748	2
4175	23806	1
4250	4254	1
4250	4295	1
4250	4793	48
4250	4836	1
4250	4944	1
4250	5049	1
4250	6700	2
4250	7172	1
4250	7374	1
4250	7775	3
4250	8539	2
4250	9930	1
4250	11336	1
4250	11545	1
4250	12728	1
4250	19087	1
4250	20367	1
4250	20447	1
4250	20981	4
4250	21001	3
4250	21023	1
4250	21698	4
4250	21870	1
4250	23235	1
4250	23338	3
4250	23806	1
4254	4295	1
4254	4352	1
4254	4793	9
4254	5317	1
4254	5575	1
4254	7191	1
4254	7210	2
4254	7374	1
4254	7413	1
4254	7637	1
4254	7775	3
4254	8539	1
4254	8657	1
4254	9643	4
4254	11336	1
4254	11545	2
4254	12728	2
4254	12850	1
4254	13454	2
4254	19087	1
4254	20098	2
4254	20125	2
4254	20447	1
4254	20945	1
4254	20981	2
4254	21023	1
4254	21059	4
4254	21586	2
4254	21615	1
4254	21698	10
4254	21870	1
4254	22005	3
4254	23235	2
4295	4793	49
4295	5049	1
4295	5575	1
4295	7172	1
4295	7210	2
4295	7413	2
4295	7424	1
4295	7637	4
4295	8539	2
4295	8657	1
4295	9643	2
4295	11336	1
4295	11545	2
4295	11563	3
4295	12728	1
4295	18827	1
4295	19087	1
4295	20125	1
4295	20945	6
4295	20981	2
4295	21001	3
4295	21059	5
4295	21698	2
4295	22005	3
4295	23338	1
4352	4793	22
4352	5575	1
4352	6700	1
4352	6927	1
4352	7191	7
4352	7210	1
4352	7374	4
4352	7413	1
4352	7424	1
4352	7775	2
4352	8539	2
4352	9557	1
4352	9930	2
4352	11016	1
4352	11336	3
4352	11545	2
4352	12704	1
4352	12728	4
4352	12850	2
4352	13454	1
4352	16512	1
4352	16538	3
4352	18438	2
4352	18580	1
4352	18827	2
4352	19087	1
4352	20125	1
4352	20945	1
4352	20981	4
4352	21001	4
4352	21023	3
4352	21059	4
4352	21417	1
4352	21586	2
4352	21615	1
4352	21698	5
4352	21870	3
4352	22005	18
4352	22205	1
4352	23304	6
4352	23338	1
4352	23748	2
4793	4836	11
4793	4944	14
4793	5049	10
4793	5317	7
4793	5575	30
4793	5583	3
4793	5771	37
4793	6366	1
4793	6548	2
4793	6700	16
4793	6927	2
4793	7172	6
4793	7191	22
4793	7210	14
4793	7374	14
4793	7413	5
4793	7424	14
4793	7501	5
4793	7637	11
4793	7775	45
4793	8539	66
4793	8637	23
4793	8657	37
4793	9320	14
4793	9557	14
4793	9591	13
4793	9643	26
4793	9930	8
4793	11016	27
4793	11336	23
4793	11545	45
4793	11563	10
4793	11645	15
4793	11695	4
4793	12728	11
4793	12850	41
4793	12859	14
4793	13454	5
4793	13772	6
4793	14164	2
4793	16512	21
4793	16538	4
4793	16775	1
4793	18438	13
4793	18580	1
4793	18626	13
4793	18656	22
4793	18754	1
4793	18827	12
4793	19087	14
4793	20098	44
4793	20125	9
4793	20194	9
4793	20270	11
4793	20278	14
4793	20367	20
4793	20447	21
4793	20945	30
4793	20981	89
4793	21001	48
4793	21023	25
4793	21059	77
4793	21417	14
4793	21586	13
4793	21615	21
4793	21698	163
4793	21870	36
4793	22005	96
4793	22205	9
4793	22950	8
4793	23235	12
4793	23304	16
4793	23338	26
4793	23748	9
4793	23806	6
4836	4944	3
4836	5575	2
4836	7413	2
4836	8539	2
4836	8637	1
4836	9557	1
4836	11016	1
4836	11545	3
4836	12850	1
4836	12859	5
4836	19087	1
4836	20367	1
4836	20945	1
4836	21001	2
4836	21059	4
4836	21698	2
4944	5317	1
4944	6700	1
4944	7374	1
4944	7637	1
4944	8539	1
4944	9557	6
4944	9591	1
4944	11016	2
4944	11545	5
4944	11645	1
4944	12704	1
4944	12859	1
4944	18438	1
4944	18656	1
4944	20367	1
4944	20447	1
4944	20981	2
4944	21023	1
4944	21698	3
4944	21870	7
4944	22005	2
4944	23235	2
5049	5583	2
5049	6548	1
5049	7191	3
5049	7775	1
5049	8637	1
5049	9320	1
5049	9591	1
5049	9643	1
5049	11545	1
5049	11563	3
5049	12728	1
5049	13772	1
5049	18438	1
5049	20194	1
5049	20278	1
5049	21001	1
5049	21059	1
5049	21698	7
5049	22005	2
5049	23235	1
5049	23806	1
5317	5575	1
5317	7210	1
5317	7374	2
5317	7501	1
5317	7775	2
5317	9643	1
5317	11545	1
5317	12704	2
5317	12728	2
5317	13454	2
5317	16775	2
5317	18754	1
5317	20098	2
5317	21059	1
5317	21615	3
5317	21698	17
5317	22005	2
5317	23338	1
5575	5771	2
5575	7172	1
5575	7374	2
5575	7413	1
5575	8539	1
5575	9557	2
5575	9591	1
5575	9643	1
5575	11016	3
5575	11336	2
5575	11545	4
5575	12704	1
5575	12850	1
5575	12859	1
5575	18580	1
5575	18656	1
5575	19087	1
5575	20098	3
5575	20194	1
5575	20278	2
5575	20447	2
5575	20981	1
5575	21417	1
5575	21615	1
5575	21698	7
5575	21870	2
5575	22005	4
5575	22950	2
5575	23806	1
5583	6366	2
5583	6548	2
5583	7172	2
5583	7191	1
5583	9320	2
5583	9591	3
5583	9643	2
5583	11336	1
5583	11563	2
5583	11695	1
5583	13454	3
5583	13772	2
5583	14164	2
5583	16775	1
5583	18754	1
5583	20194	1
5583	20278	2
5583	21698	14
5583	22005	1
5771	7191	8
5771	7210	2
5771	7637	2
5771	8539	2
5771	8657	1
5771	9557	1
5771	9643	5
5771	11016	1
5771	11545	1
5771	11645	2
5771	11695	4
5771	12850	1
5771	12859	1
5771	13454	1
5771	16512	1
5771	18438	2
5771	18626	3
5771	18827	1
5771	20125	2
5771	20367	1
5771	20447	3
5771	20945	1
5771	20981	2
5771	21001	1
5771	21059	2
5771	21698	4
5771	22005	1
5771	23235	1
6366	6548	1
6366	7191	3
6366	7501	1
6366	8539	1
6366	8637	1
6366	9591	3
6366	11016	1
6366	14164	1
6366	18754	1
6366	20194	1
6366	20981	2
6366	21698	20
6366	22005	6
6366	22950	2
6366	23338	1
6548	6927	3
6548	7424	1
6548	8539	1
6548	8637	1
6548	9643	1
6548	11336	1
6548	13454	1
6548	13772	1
6548	14164	6
6548	16512	3
6548	16538	2
6548	18580	1
6548	18626	1
6548	18754	1
6548	20981	2
6548	21417	1
6548	21586	3
6548	21698	15
6548	22005	2
6548	23304	1
6700	7172	1
6700	7191	2
6700	7637	1
6700	8657	1
6700	9557	1
6700	11016	2
6700	11336	2
6700	11545	3
6700	11645	1
6700	12850	2
6700	12859	1
6700	18827	1
6700	20278	1
6700	20447	1
6700	20945	1
6700	20981	1
6700	21586	1
6700	21615	1
6700	21698	4
6700	21870	1
6700	22005	2
6700	23338	1
6700	23806	1
6927	7191	6
6927	11016	1
6927	11336	3
6927	12704	1
6927	16775	1
6927	18580	1
6927	20270	1
6927	21586	3
6927	21698	24
6927	21903	2
6927	22005	4
6927	22950	1
7172	7191	2
7172	7413	2
7172	9320	5
7172	9643	2
7172	9930	1
7172	11016	3
7172	11336	9
7172	11545	1
7172	12728	3
7172	12850	1
7172	13454	2
7172	13772	1
7172	14164	1
7172	16775	3
7172	18754	2
7172	20098	2
7172	20125	1
7172	20270	3
7172	20278	4
7172	20447	1
7172	21023	1
7172	21417	1
7172	21586	2
7172	21698	36
7172	21903	1
7172	22005	5
7172	22950	1
7172	23304	1
7172	23748	1
7172	23806	1
7191	7413	1
7191	7501	2
7191	7637	1
7191	7775	3
7191	8539	2
7191	8657	1
7191	9320	1
7191	9643	6
7191	9930	1
7191	11016	1
7191	11336	1
7191	11545	1
7191	12859	1
7191	13454	2
7191	13772	1
7191	14164	3
7191	16512	4
7191	16775	2
7191	18438	3
7191	18580	1
7191	18626	3
7191	18656	2
7191	19087	1
7191	20098	2
7191	20125	7
7191	20447	5
7191	20945	2
7191	20981	2
7191	21001	2
7191	21023	1
7191	21615	2
7191	21698	64
7191	22005	13
7191	22950	2
7191	23235	1
7191	23304	1
7191	23806	2
7210	7637	2
7210	7775	1
7210	8539	1
7210	8657	3
7210	9643	6
7210	9930	2
7210	11016	2
7210	11645	1
7210	12728	1
7210	13772	1
7210	16512	3
7210	18438	1
7210	18754	1
7210	20098	1
7210	20125	18
7210	20447	2
7210	20945	3
7210	20981	5
7210	21001	1
7210	21059	2
7210	21586	1
7210	21698	17
7210	21870	1
7210	22005	4
7210	23304	2
7210	23806	1
7374	7413	5
7374	7424	3
7374	7501	2
7374	7775	2
7374	8539	2
7374	9591	1
7374	9643	1
7374	11016	1
7374	11336	2
7374	11545	3
7374	12704	1
7374	12728	1
7374	12859	1
7374	14164	1
7374	16512	2
7374	18827	2
7374	20098	6
7374	20194	1
7374	20447	1
7374	21001	2
7374	21023	1
7374	21059	3
7374	21615	2
7374	21698	19
7374	21870	1
7374	22005	7
7374	22205	1
7374	22950	1
7374	23806	1
7413	7424	4
7413	7501	2
7413	8539	9
7413	8637	2
7413	8657	3
7413	9643	1
7413	11336	1
7413	11545	3
7413	12728	1
7413	12859	1
7413	16512	1
7413	16538	1
7413	18827	2
7413	20194	1
7413	20447	1
7413	21059	2
7413	21417	2
7413	21586	1
7413	21615	2
7413	21698	14
7413	21870	1
7413	22005	4
7413	23235	1
7413	23304	2
7424	7501	1
7424	7637	1
7424	7775	1
7424	8539	2
7424	8657	1
7424	11545	1
7424	12859	1
7424	18580	1
7424	19087	1
7424	20981	1
7424	21001	17
7424	21586	1
7424	21615	1
7424	21698	7
7424	22005	21
7424	22950	1
7424	23806	1
7501	8539	1
7501	8637	3
7501	9320	3
7501	9591	1
7501	9643	1
7501	9930	3
7501	11016	1
7501	11336	4
7501	11545	1
7501	11563	1
7501	12704	1
7501	12728	2
7501	13772	1
7501	16512	1
7501	16538	1
7501	16775	1
7501	20098	2
7501	20194	1
7501	20447	2
7501	20981	1
7501	21001	1
7501	21059	1
7501	21586	1
7501	21615	6
7501	21698	3
7501	22005	8
7501	23304	1
7501	23338	2
7501	23806	1
7637	8539	2
7637	8637	2
7637	8657	3
7637	9557	1
7637	9643	3
7637	19087	1
7637	20125	2
7637	20447	1
7637	20945	7
7637	21001	1
7637	21698	4
7637	21870	1
7637	22005	3
7637	23235	1
7775	9320	1
7775	9591	2
7775	9643	1
7775	11645	2
7775	12728	3
7775	13454	4
7775	13772	4
7775	18656	1
7775	20098	2
7775	20367	1
7775	20447	7
7775	20945	1
7775	20981	2
7775	21001	1
7775	21059	1
7775	21417	1
7775	21615	2
7775	21698	23
7775	21870	1
7775	22005	2
7775	23235	2
7775	23304	1
7775	23806	2
8539	8637	1
8539	8657	4
8539	9320	1
8539	9557	1
8539	9643	1
8539	11336	3
8539	11545	1
8539	11645	1
8539	11695	1
8539	12850	1
8539	14164	8
8539	18438	1
8539	18656	1
8539	20098	2
8539	20125	1
8539	20447	1
8539	20945	2
8539	20981	4
8539	21001	6
8539	21023	1
8539	21059	6
8539	21417	1
8539	21698	9
8539	21870	2
8539	22005	8
